NO,Result,Reason
AB_2941,Yes,"Study data, code, or resources available at repository or project URL"
AB_2942,Yes,"Study data, code, or resources available at repository or project URL"
AB_2943,Yes,"Study data, code, or resources available at repository or project URL"
AB_2944,Yes,"Study data, code, or resources available at repository or project URL"
AB_2945,Yes,"Study data, code, or resources available at repository or project URL"
AB_2946,Yes,"Study data, code, or resources available at repository or project URL"
AB_2947,Yes,"Study data, code, or resources available at repository or project URL"
AB_2948,Yes,"Study data, code, or resources available at repository or project URL"
AB_2949,Yes,"Study data, code, or resources available at repository or project URL"
AB_2950,Yes,"Study data, code, or resources available at repository or project URL"
