NO,Result,Reason
AB_1051,Yes,"Study data, code, or materials indicated at URL"
AB_1052,Yes,"Study data, code, or materials indicated at URL"
AB_1053,Yes,"Study data, code, or materials indicated at URL"
AB_1054,Yes,"Study data, code, or materials indicated at URL"
AB_1055,Yes,"Study data, code, or materials indicated at URL"
AB_1056,Yes,"Study data, code, or materials indicated at URL"
AB_1057,Yes,"Study data, code, or materials indicated at URL"
AB_1058,Yes,"Study data, code, or materials indicated at URL"
AB_1059,Yes,URL plausibly provides research-related outputs
AB_1060,Yes,"Study data, code, or materials indicated at URL"
