NO,Result,Reason
AB_0981,Yes,"Study data, code, or materials indicated at URL"
AB_0982,Yes,"Study data, code, or materials indicated at URL"
AB_0983,Yes,"Study data, code, or materials indicated at URL"
AB_0984,Yes,"Study data, code, or materials indicated at URL"
AB_0985,Yes,"Study data, code, or materials indicated at URL"
AB_0986,Yes,"Study data, code, or materials indicated at URL"
AB_0987,Yes,"Study data, code, or materials indicated at URL"
AB_0988,Yes,"Study data, code, or materials indicated at URL"
AB_0989,Yes,"Study data, code, or materials indicated at URL"
AB_0990,Yes,"Study data, code, or materials indicated at URL"
