NO,Result,Reason
AB_0341,Yes,Study data or materials available at repository URL
AB_0342,Yes,Study data or materials available at repository URL
AB_0343,Yes,Study data or materials available at repository URL
AB_0344,Yes,Study data or materials available at repository URL
AB_0345,Yes,Study data or materials available at repository URL
AB_0346,Yes,Study data or materials available at repository URL
AB_0347,Yes,Study data or materials available at repository URL
AB_0348,Yes,Study data or materials available at repository URL
AB_0349,Yes,Study data or materials available at repository URL
AB_0350,Yes,Study data or materials available at repository URL
