NO,Result,Reason
AB_1181,Yes,"Study data, code, or materials indicated at URL"
AB_1182,No URL found,No explicit http/https URL found
AB_1183,Yes,"Study data, code, or materials indicated at URL"
AB_1184,Yes,"Study data, code, or materials indicated at URL"
AB_1185,Yes,"Study data, code, or materials indicated at URL"
AB_1186,Yes,"Study data, code, or materials indicated at URL"
AB_1187,Yes,"Study data, code, or materials indicated at URL"
AB_1188,Yes,"Study data, code, or materials indicated at URL"
AB_1189,Yes,"Study data, code, or materials indicated at URL"
AB_1190,Yes,"Study data, code, or materials indicated at URL"
